date,wc,aow
2014-01-01,392.120,46.769
2014-01-02,392.115,46.657
2014-01-03,392.110,46.545
2014-01-04,392.105,46.434
2014-01-05,392.100,46.322
2014-01-06,392.095,46.211
2014-01-07,392.090,46.099
2014-01-08,392.085,45.988
2014-01-09,392.080,45.877
2014-01-10,392.075,45.766
2014-01-11,392.062,45.478
2014-01-12,392.055,45.323
2014-01-13,392.045,45.102
2014-01-14,392.035,44.882
2014-01-15,392.030,44.772
2014-01-16,392.025,44.663
2014-01-17,392.020,44.553
2014-01-18,392.015,44.444
2014-01-19,392.010,44.334
2014-01-20,392.005,44.225
2014-01-21,392.000,44.116
2014-01-22,391.970,43.464
2014-01-23,391.955,43.139
2014-01-24,391.947,42.967
2014-01-25,391.943,42.881
2014-01-26,391.935,42.709
2014-01-27,391.928,42.558
2014-01-28,391.920,42.387
2014-01-29,391.910,42.173
2014-01-30,391.945,42.924
2014-01-31,391.995,44.007
2014-02-01,391.990,43.898
2014-02-02,391.974,43.550
2014-02-03,391.969,43.442
2014-02-04,391.950,43.032
2014-02-05,391.939,42.795
2014-02-06,391.940,42.816
2014-02-07,391.919,42.366
2014-02-08,391.910,42.173
2014-02-09,391.890,41.747
2014-02-10,391.870,41.323
2014-02-11,391.835,40.585
2014-02-12,391.800,39.854
2014-02-13,391.750,38.819
2014-02-14,391.710,38.001
2014-02-15,391.680,37.392
2014-02-16,391.670,37.190
2014-02-17,391.660,36.989
2014-02-18,391.649,36.768
2014-02-19,391.650,36.788
2014-02-20,391.647,36.728
2014-02-21,391.522,34.261
2014-02-22,391.513,34.087
2014-02-23,391.506,33.951
2014-02-24,391.501,33.854
2014-02-25,391.497,33.777
2014-02-26,391.490,33.642
2014-02-27,391.485,33.546
2014-02-28,391.478,33.411
2014-03-01,391.462,33.105
2014-03-02,391.460,33.067
2014-03-03,391.451,32.895
2014-03-04,391.447,32.819
2014-03-05,391.439,32.666
2014-03-06,391.429,32.477
2014-03-07,391.420,32.306
2014-03-08,391.415,32.212
2014-03-09,391.409,32.098
2014-03-10,391.403,31.985
2014-03-11,391.394,31.816
2014-03-12,391.390,31.741
2014-03-13,391.384,31.629
2014-03-14,391.376,31.479
2014-03-15,391.326,30.551
2014-03-16,391.280,29.708
2014-03-17,391.230,28.803
2014-03-18,391.190,28.089
2014-03-19,391.196,28.196
2014-03-20,391.100,26.511
2014-03-21,391.015,25.057
2014-03-22,390.965,24.219
2014-03-23,390.949,23.954
2014-03-24,390.945,23.887
2014-03-25,390.938,23.772
2014-03-26,390.930,23.640
2014-03-27,390.927,23.591
2014-03-28,390.923,23.525
2014-03-29,390.914,23.377
2014-03-30,390.900,23.148
2014-03-31,390.891,23.002
2014-04-01,390.889,22.969
2014-04-02,390.883,22.872
2014-04-03,390.879,22.807
2014-04-04,390.854,22.403
2014-04-05,390.868,22.629
2014-04-06,390.860,22.500
2014-04-07,390.850,22.339
2014-04-08,390.847,22.291
2014-04-09,390.840,22.179
2014-04-10,390.810,21.701
2014-04-11,390.772,21.102
2014-04-12,390.754,20.820
2014-04-13,390.756,20.851
2014-04-14,390.748,20.727
2014-04-15,390.740,20.603
2014-04-16,390.735,20.525
2014-04-17,390.729,20.432
2014-04-18,390.725,20.370
2014-04-19,390.712,20.170
2014-04-20,390.708,20.109
2014-04-21,390.704,20.047
2014-04-22,390.689,19.818
2014-04-23,390.685,19.757
2014-04-24,390.679,19.666
2014-04-25,390.680,19.681
2014-04-26,390.673,19.575
2014-04-27,390.654,19.287
2014-04-28,390.601,18.495
2014-04-29,390.603,18.525
2014-04-30,390.604,18.539
2014-05-01,390.619,18.762
2014-05-02,390.620,18.777
2014-05-03,390.644,19.137
2014-05-04,390.673,19.575
2014-05-05,390.678,19.651
2014-05-06,390.672,19.559
2014-05-07,390.701,20.001
2014-05-08,390.711,20.155
2014-05-09,390.709,20.124
2014-05-10,390.701,20.001
2014-05-11,390.700,19.986
2014-05-12,390.699,19.971
2014-05-13,390.690,19.833
2014-05-14,390.685,19.757
2014-05-15,390.673,19.575
2014-05-16,390.680,19.681
2014-05-17,390.680,19.681
2014-05-18,390.660,19.378
2014-05-19,390.688,19.803
2014-05-20,390.680,19.681
2014-05-21,390.670,19.529
2014-05-22,390.665,19.453
2014-05-23,390.644,19.137
2014-05-24,390.650,19.227
2014-05-25,390.693,19.879
2014-05-26,390.640,19.076
2014-05-27,390.622,18.807
2014-05-28,390.601,18.495
2014-05-29,390.600,18.480
2014-05-30,390.600,18.480
2014-05-31,390.550,17.746
2014-06-01,390.520,17.311
2014-06-02,390.490,16.881
2014-06-03,390.479,16.725
2014-06-04,390.470,16.597
2014-06-05,390.457,16.413
2014-06-06,390.471,16.611
2014-06-07,390.465,16.526
2014-06-08,390.473,16.639
2014-06-09,390.460,16.456
2014-06-10,390.470,16.597
2014-06-11,390.463,16.498
2014-06-12,390.460,16.456
2014-06-13,390.462,16.484
2014-06-14,390.492,16.910
2014-06-15,390.500,17.024
2014-06-16,390.500,17.024
2014-06-17,390.486,16.824
2014-06-18,390.488,16.853
2014-06-19,390.485,16.810
2014-06-20,390.490,16.881
2014-06-21,390.494,16.938
2014-06-22,390.498,16.995
2014-06-23,390.485,16.810
2014-06-24,390.500,17.024
2014-06-25,390.490,16.881
2014-06-26,390.485,16.810
2014-06-27,390.487,16.838
2014-06-28,390.483,16.781
2014-06-29,390.473,16.639
2014-06-30,390.480,16.739
2014-07-01,390.477,16.696
2014-07-02,390.471,16.611
2014-07-03,390.478,16.710
2014-07-04,390.480,16.739
2014-07-05,390.473,16.639
2014-07-06,390.460,16.456
2014-07-07,390.463,16.498
2014-07-08,390.480,16.739
2014-07-09,390.512,17.196
2014-07-10,390.552,17.775
2014-07-11,390.580,18.185
2014-07-12,390.607,18.584
2014-07-13,390.635,19.002
2014-07-14,390.670,19.529
2014-07-15,390.683,19.727
2014-07-16,390.703,20.032
2014-07-17,390.737,20.556
2014-07-18,390.771,21.086
2014-07-19,390.790,21.384
2014-07-20,390.780,21.227
2014-07-21,390.815,21.780
2014-07-22,390.847,22.291
2014-07-23,390.918,23.443
2014-07-24,391.060,25.822
2014-07-25,391.155,27.470
2014-07-26,391.200,28.267
2014-07-27,391.310,30.256
2014-07-28,391.352,31.032
2014-07-29,391.450,32.876
2014-07-30,391.560,35.003
2014-07-31,391.560,35.003
2014-08-01,391.550,34.807
2014-08-02,391.550,34.807
2014-08-03,391.550,34.807
2014-08-04,391.976,43.594
2014-08-05,392.020,44.553
2014-08-06,392.050,45.213
2014-08-07,392.065,45.544
2014-08-08,392.070,45.655
2014-08-09,392.068,45.611
2014-08-10,392.073,45.721
2014-08-11,392.078,45.832
2014-08-12,392.062,45.478
2014-08-13,392.040,44.992
2014-08-14,392.020,44.553
2014-08-15,392.010,44.334
2014-08-16,392.000,44.116
2014-08-17,391.980,43.681
2014-08-18,391.960,43.247
2014-08-19,391.990,43.898
2014-08-20,392.075,45.766
2014-08-21,392.115,46.657
2014-08-22,392.103,46.389
2014-08-23,392.080,45.877
2014-08-24,392.040,44.992
2014-08-25,392.010,44.334
2014-08-26,392.000,44.116
2014-08-27,392.043,45.058
2014-08-28,392.073,45.721
2014-08-29,392.084,45.966
2014-08-30,392.120,46.769
2014-08-31,392.130,46.994
2014-09-01,392.165,47.783
2014-09-02,392.701,60.634
2014-09-03,392.548,56.819
2014-09-04,392.584,57.707
2014-09-05,392.630,58.850
2014-09-06,392.665,59.726
2014-09-07,392.680,60.104
2014-09-08,392.670,59.852
2014-09-09,392.635,58.974
2014-09-10,392.600,58.103
2014-09-11,392.565,57.238
2014-09-12,392.512,55.939
2014-09-13,392.490,55.404
2014-09-14,392.470,54.920
2014-09-15,392.450,54.437
2014-09-16,392.400,53.241
2014-09-17,392.415,53.598
2014-09-18,392.390,53.003
2014-09-19,392.370,52.528
2014-09-20,392.350,52.056
2014-09-21,392.365,52.410
2014-09-22,392.350,52.056
2014-09-23,392.365,52.410
2014-09-24,392.365,52.410
2014-09-25,392.380,52.765
2014-09-26,392.390,53.003
2014-09-27,392.390,53.003
2014-09-28,392.390,53.003
2014-09-29,392.390,53.003
2014-09-30,392.380,52.765
2014-10-01,392.370,52.528
2014-10-02,392.365,52.410
2014-10-03,392.360,52.292
2014-10-04,392.365,52.410
2014-10-05,392.400,53.241
2014-10-06,392.425,53.837
2014-10-07,392.430,53.957
2014-10-08,392.430,53.957
2014-10-09,392.420,53.718
2014-10-10,392.410,53.479
2014-10-11,392.390,53.003
2014-10-12,392.370,52.528
2014-10-13,392.350,52.056
2014-10-14,392.350,52.056
2014-10-15,392.350,52.056
2014-10-16,392.350,52.056
2014-10-17,392.350,52.056
2014-10-18,392.350,52.056
2014-10-19,392.350,52.056
2014-10-20,392.350,52.056
2014-10-21,392.350,52.056
2014-10-22,392.350,52.056
2014-10-23,392.350,52.056
2014-10-24,392.350,52.056
2014-10-25,392.350,52.056
2014-10-26,392.350,52.056
2014-10-27,392.350,52.056
2014-10-28,392.350,52.056
2014-10-29,392.350,52.056
2014-10-30,392.350,52.056
2014-10-31,392.350,52.056
2014-11-01,392.350,52.056
2014-11-02,392.350,52.056
2014-11-03,392.350,52.056
2014-11-04,392.350,52.056
2014-11-05,392.350,52.056
2014-11-06,392.350,52.056
2014-11-07,392.350,52.056
2014-11-08,392.350,52.056
2014-11-09,392.350,52.056
2014-11-10,392.350,52.056
2014-11-11,392.350,52.056
2014-11-12,392.350,52.056
2014-11-13,392.350,52.056
2014-11-14,392.350,52.056
2014-11-15,392.350,52.056
2014-11-16,392.350,52.056
2014-11-17,392.350,52.056
2014-11-18,392.350,52.056
2014-11-19,392.350,52.056
2014-11-20,392.350,52.056
2014-11-21,392.350,52.056
2014-11-22,392.350,52.056
2014-11-23,392.350,52.056
2014-11-24,392.350,52.056
2014-11-25,392.350,52.056
2014-11-26,392.350,52.056
2014-11-27,392.350,52.056
2014-11-28,392.350,52.056
2014-11-29,392.350,52.056
2014-11-30,392.350,52.056
2014-12-01,392.350,52.056
2014-12-02,392.350,52.056
2014-12-03,392.350,52.056
2014-12-04,392.350,52.056
2014-12-05,392.350,52.056
2014-12-06,392.350,52.056
2014-12-07,392.350,52.056
2014-12-08,392.350,52.056
2014-12-09,392.350,52.056
2014-12-10,392.350,52.056
2014-12-11,392.350,52.056
2014-12-12,392.350,52.056
2014-12-13,392.350,52.056
2014-12-14,392.350,52.056
2014-12-15,392.350,52.056
2014-12-16,392.350,52.056
2014-12-17,392.350,52.056
2014-12-18,392.350,52.056
2014-12-19,392.350,52.056
2014-12-20,392.350,52.056
2014-12-21,392.350,52.056
2014-12-22,392.350,52.056
2014-12-23,392.350,52.056
2014-12-24,392.350,52.056
2014-12-25,392.350,52.056
2014-12-26,392.350,52.056
2014-12-27,392.350,52.056
2014-12-28,392.350,52.056
2014-12-29,392.350,52.056
2014-12-30,392.350,52.056
2014-12-31,392.350,52.056
2015-01-01,391.752,38.860
2015-01-02,391.752,38.860
2015-01-03,391.752,38.860
2015-01-04,391.752,38.860
2015-01-05,391.752,38.860
2015-01-06,391.752,38.860
2015-01-07,391.752,38.860
2015-01-08,391.752,38.860
2015-01-09,391.752,38.860
2015-01-10,391.752,38.860
2015-01-11,391.752,38.860
2015-01-12,391.752,38.860
2015-01-13,391.752,38.860
2015-01-14,391.752,38.860
2015-01-15,391.752,38.860
2015-01-16,391.752,38.860
2015-01-17,391.752,38.860
2015-01-18,391.752,38.860
2015-01-19,391.752,38.860
2015-01-20,391.752,38.860
2015-01-21,391.752,38.860
2015-01-22,391.752,38.860
2015-01-23,391.752,38.860
2015-01-24,391.752,38.860
2015-01-25,391.752,38.860
2015-01-26,391.752,38.860
2015-01-27,391.752,38.860
2015-01-28,391.752,38.860
2015-01-29,391.752,38.860
2015-01-30,391.744,38.696
2015-01-31,391.739,38.593
2015-02-01,391.734,38.491
2015-02-02,391.734,38.491
2015-02-03,391.734,38.491
2015-02-04,391.728,38.368
2015-02-05,391.724,38.286
2015-02-06,391.724,38.286
2015-02-07,391.724,38.286
2015-02-08,391.724,38.286
2015-02-09,391.700,37.797
2015-02-10,391.698,37.757
2015-02-11,391.638,36.548
2015-02-12,391.578,35.357
2015-02-13,391.578,35.357
2015-02-14,391.578,35.357
2015-02-15,391.578,35.357
2015-02-16,391.578,35.357
2015-02-17,391.578,35.357
2015-02-18,391.352,31.032
2015-02-19,391.332,30.661
2015-02-20,391.302,30.109
2015-02-21,391.272,29.562
2015-02-22,391.257,29.290
2015-02-23,391.242,29.019
2015-02-24,391.232,28.839
2015-02-25,391.232,28.839
2015-02-26,391.229,28.785
2015-02-27,391.226,28.732
2015-02-28,391.223,28.678
2015-03-01,391.220,28.624
2015-03-02,391.222,28.660
2015-03-03,391.220,28.624
2015-03-04,391.219,28.606
2015-03-05,391.218,28.588
2015-03-06,391.216,28.552
2015-03-07,391.214,28.517
2015-03-08,391.213,28.499
2015-03-09,391.212,28.481
2015-03-10,391.211,28.463
2015-03-11,391.208,28.409
2015-03-12,391.200,28.267
2015-03-13,391.190,28.089
2015-03-14,391.188,28.053
2015-03-15,391.186,28.018
2015-03-16,391.184,27.982
2015-03-17,391.182,27.947
2015-03-18,391.178,27.876
2015-03-19,391.176,27.841
2015-03-20,391.169,27.717
2015-03-21,391.138,27.172
2015-03-22,391.119,26.840
2015-03-23,391.109,26.667
2015-03-24,391.114,26.753
2015-03-25,391.117,26.806
2015-03-26,391.117,26.806
2015-03-27,391.116,26.788
2015-03-28,391.117,26.806
2015-03-29,391.116,26.788
2015-03-30,391.115,26.771
2015-03-31,391.114,26.753
2015-04-01,391.113,26.736
2015-04-02,391.112,26.719
2015-04-03,391.112,26.719
2015-04-04,391.109,26.667
2015-04-05,391.107,26.632
2015-04-06,391.102,26.545
2015-04-07,391.099,26.493
2015-04-08,391.098,26.476
2015-04-09,391.095,26.424
2015-04-10,391.095,26.424
2015-04-11,391.096,26.441
2015-04-12,391.096,26.441
2015-04-13,391.094,26.407
2015-04-14,391.092,26.372
2015-04-15,391.090,26.338
2015-04-16,391.089,26.320
2015-04-17,391.088,26.303
2015-04-18,391.087,26.286
2015-04-19,391.086,26.269
2015-04-20,391.086,26.269
2015-04-21,391.085,26.251
2015-04-22,391.085,26.251
2015-04-23,391.085,26.251
2015-04-24,391.086,26.269
2015-04-25,391.085,26.251
2015-04-26,391.084,26.234
2015-04-27,391.084,26.234
2015-04-28,391.083,26.217
2015-04-29,391.085,26.251
2015-04-30,391.085,26.251
2015-05-01,391.084,26.234
2015-05-02,391.083,26.217
2015-05-03,391.082,26.200
2015-05-04,391.083,26.217
2015-05-05,391.084,26.234
2015-05-06,391.085,26.251
2015-05-07,391.085,26.251
2015-05-08,391.084,26.234
2015-05-09,391.085,26.251
2015-05-10,391.086,26.269
2015-05-11,391.086,26.269
2015-05-12,391.084,26.234
2015-05-13,391.083,26.217
2015-05-14,391.092,26.372
2015-05-15,391.082,26.200
2015-05-16,391.083,26.217
2015-05-17,391.082,26.200
2015-05-18,391.083,26.217
2015-05-19,391.084,26.234
2015-05-20,391.084,26.234
2015-05-21,391.085,26.251
2015-05-22,391.085,26.251
2015-05-23,391.086,26.269
2015-05-24,391.096,26.441
2015-05-25,391.084,26.234
2015-05-26,391.083,26.217
2015-05-27,391.083,26.217
2015-05-28,391.082,26.200
2015-05-29,391.080,26.165
2015-05-30,391.078,26.131
2015-05-31,391.076,26.097
2015-06-01,391.073,26.045
2015-06-02,391.071,26.011
2015-06-03,391.067,25.942
2015-06-04,391.063,25.874
2015-06-05,391.063,25.874
2015-06-06,391.055,25.737
2015-06-07,391.051,25.668
2015-06-08,391.049,25.634
2015-06-09,391.048,25.617
2015-06-10,391.048,25.617
2015-06-11,391.047,25.600
2015-06-12,391.047,25.600
2015-06-13,391.046,25.583
2015-06-14,391.047,25.600
2015-06-15,391.048,25.617
2015-06-16,390.470,16.597
2015-06-17,390.470,16.597
2015-06-18,390.450,16.315
2015-06-19,390.430,16.034
2015-06-20,390.420,15.895
2015-06-21,390.410,15.756
2015-06-22,390.400,15.618
2015-06-23,390.390,15.480
2015-06-24,390.390,15.480
2015-06-25,390.380,15.343
2015-06-26,390.380,15.343
2015-06-27,390.390,15.480
2015-06-28,390.380,15.343
2015-06-29,390.380,15.343
2015-06-30,390.380,15.343
2015-07-01,390.370,15.206
2015-07-02,390.360,15.069
2015-07-03,390.350,14.934
2015-07-04,390.340,14.798
2015-07-05,390.330,14.663
2015-07-06,390.320,14.529
2015-07-07,390.320,14.529
2015-07-08,390.380,15.343
2015-07-09,390.390,15.480
2015-07-10,390.380,15.343
2015-07-11,390.370,15.206
2015-07-12,390.380,15.343
2015-07-13,390.390,15.480
2015-07-14,390.390,15.480
2015-07-15,390.380,15.343
2015-07-16,390.370,15.206
2015-07-17,390.370,15.206
2015-07-18,390.360,15.069
2015-07-19,390.360,15.069
2015-07-20,390.350,14.934
2015-07-21,390.345,14.866
2015-07-22,390.345,14.866
2015-07-23,390.350,14.934
2015-07-24,390.350,14.934
2015-07-25,390.360,15.069
2015-07-26,390.700,19.986
2015-07-27,390.380,15.343
2015-07-28,390.380,15.343
2015-07-29,390.380,15.343
2015-07-30,390.370,15.206
2015-07-31,390.370,15.206
2015-08-01,390.375,15.274
2015-08-02,390.380,15.343
2015-08-03,390.380,15.343
2015-08-04,390.380,15.343
2015-08-05,390.370,15.206
2015-08-06,390.370,15.206
2015-08-07,390.380,15.343
2015-08-08,390.380,15.343
2015-08-09,390.370,15.206
2015-08-10,390.370,15.206
2015-08-11,390.370,15.206
2015-08-12,390.350,14.934
2015-08-13,390.330,14.663
2015-08-14,390.320,14.529
2015-08-15,390.320,14.529
2015-08-16,390.310,14.395
2015-08-17,390.310,14.395
2015-08-18,390.300,14.262
2015-08-19,390.310,14.395
2015-08-20,390.310,14.395
2015-08-21,390.320,14.529
2015-08-22,390.320,14.529
2015-08-23,390.320,14.529
2015-08-24,390.310,14.395
2015-08-25,390.310,14.395
2015-08-26,390.300,14.262
2015-08-27,390.300,14.262
2015-08-28,390.300,14.262
2015-08-29,390.300,14.262
2015-08-30,390.300,14.262
2015-08-31,390.310,14.395
2015-09-01,390.310,14.395
2015-09-02,390.315,14.462
2015-09-03,390.315,14.462
2015-09-04,390.320,14.529
2015-09-05,390.320,14.529
2015-09-06,390.330,14.663
2015-09-07,390.340,14.798
2015-09-08,390.340,14.798
2015-09-09,390.343,14.839
2015-09-10,390.343,14.839
2015-09-11,390.345,14.866
2015-09-12,390.350,14.934
2015-09-13,390.350,14.934
2015-09-14,390.390,15.480
2015-09-15,390.390,15.480
2015-09-16,390.450,16.315
2015-09-17,390.451,16.329
2015-09-18,390.452,16.343
2015-09-19,390.453,16.357
2015-09-20,390.456,16.399
2015-09-21,390.458,16.427
2015-09-22,390.459,16.441
2015-09-23,390.460,16.456
2015-09-24,390.460,16.456
2015-09-25,390.460,16.456
2015-09-26,390.460,16.456
2015-09-27,390.460,16.456
2015-09-28,390.460,16.456
2015-09-29,390.461,16.470
2015-09-30,390.461,16.470
2015-10-01,390.460,16.456
2015-10-02,390.459,16.441
2015-10-03,390.459,16.441
2015-10-04,390.458,16.427
2015-10-05,390.457,16.413
2015-10-06,390.456,16.399
2015-10-07,390.455,16.385
2015-10-08,390.456,16.399
2015-10-09,390.454,16.371
2015-10-10,390.456,16.399
2015-10-11,390.457,16.413
2015-10-12,390.459,16.441
2015-10-13,390.459,16.441
2015-10-14,390.458,16.427
2015-10-15,390.458,16.427
2015-10-16,390.458,16.427
2015-10-17,390.457,16.413
2015-10-18,390.457,16.413
2015-10-19,390.457,16.413
2015-10-20,390.546,17.688
2015-10-21,390.569,18.023
2015-10-22,390.565,17.965
2015-10-23,390.559,17.877
2015-10-24,390.555,17.819
2015-10-25,390.547,17.702
2015-10-26,390.538,17.571
2015-10-27,390.533,17.499
2015-10-28,390.548,17.717
2015-10-29,390.546,17.688
2015-10-30,390.532,17.484
2015-10-31,390.525,17.383
2015-11-01,390.518,17.282
2015-11-02,390.498,16.995
2015-11-03,390.496,16.967
2015-11-04,390.489,16.867
2015-11-05,390.486,16.824
2015-11-06,390.479,16.725
2015-11-07,390.482,16.767
2015-11-08,390.479,16.725
2015-11-09,390.476,16.682
2015-11-10,390.473,16.639
2015-11-11,390.465,16.526
2015-11-12,390.458,16.427
2015-11-13,390.480,16.739
2015-11-14,390.478,16.710
2015-11-15,390.476,16.682
2015-11-16,390.468,16.569
2015-11-17,390.452,16.343
2015-11-18,390.450,16.315
2015-11-19,390.450,16.315
2015-11-20,390.450,16.315
